tweet,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Fuck! Damn you dad. I hate you. You hurt me and mom. Cih bangsat lo.,,,,
"Fuck:Dpagi:)""@crazymonkeyHC: Selamat pagi om dan tante bangsat @Sistikamelia @AdeRandy @rahfirsalagi @M_jainna ready to move on this day :)""",,,,
Bangsat fuck lah,,,,
Fuck bangsat,,,,
Bangsat !! Fuck,,,,
"Emosi bang -_-""@AgaAiya: Fuck fuck @Khusnull_SM: Bangsat bangsatÒ¦""",,,,
Fuck fuck @Khusnull_SM: Bangsat bangsatÒ¦,,,,
Bangsat and fuck,,,,
"FUCK GLAZERS #GlazerOut RT @mayarararocks: Bussiness > Club Tradition. Manajemen bangsat""",,,,
bangsat! fuck you all.,,,,
Ah Fuck Bangsat Char aink di banned shit -_-,,,,
Fuck! Bangsat!,,,,
"Ah siah bagong joteng,fuck you bangsat .",,,,
laki laki bangsat! Fuck you!,,,,
"Hahaha I don't give a fuck , I got my vibe and you can't kill my vibe . Semua aku ada , hilang bangsat macam kau sikit tak heran îš”",,,,
Evrthng fuck!bangsat,,,,
Fuck you! Stop hunting them bitch! Ga punya otak bangsat! @MelissaBachman,,,,
Fuck mayn,,,,
ANJING ! BANGSAT ! HAHA FUCK OFF,,,,
"@Youreyeslied_ fuck! Haha, comeonlaa jgn noty! I nak speaker bangsat you time plkn tu! Haha",,,,
"@amirarifroslan @ameerulx fuck you, i only said 'bangsat'",,,,
"Fuck jing , bangsat .",,,,
Fuck orang office bangsat,,,,
Down banget bangsat mind game over fuck lah into the wild aja lah,,,,
Fuck you BANGSAT !!!!!!,,,,
What the FUCK? FUCK is you! you is BANGSAT â”ŽÎ â”‘,,,,
"BANGSAT RAMBUTNYA""@KyungSoo_ftr: jongin giving thumbs up for the fans ðŸ˜‚ðŸ˜‚  https://twitter.com/KAISOONE/status/456033829342298113/photo/1 pic.twitter.com/xSBccLryrEÂ 
fuck rambutnya godess @kemjongen""",,,,
*Fuck bangsat!!,,,,
Fuck exam,,,,
"ANJING  http://JANCOKSQUAD.COMÂ  GA BISA DIBUKA BANGSAT !! -_- 

FUCK FUCK FUCK FUCK",,,,
"Tambuk""@septiayuliani: Fuck ""@khldrhmtia: Bangsat :) ""@septiayuliani: Prayfor@khldrhmtia""""""",,,,
"Ha ha ha""@septiayuliani: Fuck ""@khldrhmtia: Bangsat :) ""@septiayuliani: Prayfor@khldrhmtia""""""",,,,
Persib Bangsat!! *fuck,,,,
"@_dvicom diam bangsat,fuck!!",,,,
Bangsat Granada ... Fuck you,,,,
"Maling bangsat,fuck.....",,,,
Bangsat!!! Fuck lah,,,,
1 kata wat cewek BÌ¸AÌ¸NÌ¸GÌ¸SÌ¸AÌ¸TÌ¸ fuck u,,,,
@zlfkyl I dont care! Ugh fuck fuck fuck! Liat aja deh elah bangsat emang tuh org,,,,
Saat teman menjadi bangsat. Fuck fuck fuck,,,,
"haha, bangsat!! fuck!!",,,,
"APARAT BANGSAT,  FUCK!!!",,,,
BABI SIAL ANJING KIMAK LAHANAT ANAK HARAM SUNDAL LESBIAN GAY BANGSAT BURIT JIMBIT FUCK FUCK FUCK FUCK FUCK INDON JAHANAM !!,,,,
Bangsat!! â™« Fuck You by Bad Religion â€”  https://path.com/p/1jpo4wÂ ,,,,
Fuck ! Bangsat .,,,,
Bangsat ... FUCK,,,,
Mobil bangsat sat sat sat sat.. Argghhhhh fuck fuck â€‹Ð©(ÂºÐ”ÂºÐ©),,,,
JELENA BANGSAT!!!!!!!!!!!! FUCK YOU BITCH..,,,,
BANGSAT! FUCK FUCK FUCK-_____- #NeverSayNeverTheMovieOnTransTV,,,,
Fuck bangsat!,,,,
Fuck lah sial...bangsat!...,,,,
BANGSAT! FUCK!,,,,
@chandrafrenardi @LeonardFerd bangsat -_- ... fuck u homophobic asshole ... LOL,,,,
PLN EMANG BANGSAT! FUCK YOU,,,,
"Fuck you! Kurang ajar! Anjing! Bangsat! ""@manix23: @javalavamanila @nicktambunan suck my dick pls""",,,,
"Bangsat pagi2 bikin emosi uda cape...

Fuck fuck fuck fuck",,,,
fuck banget bangsat!!!!,,,,
Give the fuck !!! Bangsat,,,,
"Fuck Everton,bangsat everton",,,,
@AndyTCarroll Fuck you bangsat.,,,,
Carrol fuck!! Bangsat!!!!,,,,
fuck caroll bangsat,,,,
Bangsat carroll fuck fuck,,,,
Nervous bangsat. Fuck you emotion.,,,,
Fuck u lha bangsat,,,,
@KaskusKepo BangsaT Fuck,,,,
FUCK YOU #BANGSAT,,,,
You fuck and bangsat!!!,,,,
"Fuck,,,, 
BANGSAT!!!",,,,
Fuck anak bangsat!!!,,,,
"@Tiff_Val_ bangsat, tai, anjing, fuck, bitch, looser lu!",,,,
Idung bangsat!FUCK,,,,
Fuck! Bangsat! (n),,,,
@AnnitaLaurent Fuck!!!,,,,
bangsat !! fuck -_-,,,,
@AnnitaLaurent Fuck!!!!  Stupid!,,,,
@AnnitaLaurent Fuck!!!!,,,,
"Maybe kacee:** ""@UmmuK_: Labil yah:| ""@dizha_17: OtothePAtotheLE kacee:***{}""@UmmuK_: Bangsat yah{}:*** ""@dizha_17: Fuck you too kacee :***",,,,
"Bangsat yah{}:*** ""@dizha_17: Fuck you too kacee :***""@UmmuK_: Bajak dizha alay-_- @dizha_17 fuck you""""",,,,
fuck of you blue manchester #bangsat,,,,
"Fuck, bangsat @Sir_Armiz",,,,
BANGSAT lu jing FUCK,,,,
@amirulhafriz hahahahahahahaha what the fuck dude ?! hahahahahaha bangsat !,,,,
"Kelibat Hakim Bangsat ? ""@KelibatBangsat: ""dont judge"". FYI, Hakim is my middle name. fuck me, right?""",,,,
"Kelibat Hakim Bangsat. Suwekkk RT @KelibatBangsat: â€œdont judgeâ€�. FYI, Hakim is my middle name. fuck me, right?",,,,
"Fuck ini hp , bangsat !!!",,,,
BB bangsat!!fuck!,,,,
"ah, bangsat ah.. ah.. fuck lah",,,,
"Fuck, handball ! Penalty lahh ! Bangsat punya reff >.<",,,,
"PLN bangsat tolol, goblok,bego,fuck",,,,
T.I bangsat ya? G ada ngetweet apapun tntang coke bottle! fuck T.I,,,,
Bangsat!! My bad day ever! I'll never forget what have you did for me in this day! Fuck you somuch B*TCH!!!!!,,,,
Bangsat yeah â€œ@georgerockyy: fuck you smokerâ€�,,,,
This is holigan bangsat...fuck shit..damx ass...  pic.twitter.com/dLP1MloOoJ,,,,
Fuck! Guarin Bangsat!,,,,
"Lu bangsat. RT""@_pedoq: @fidonasir fuck off kelantanese""",,,,
Kesel ih anjing bangsat fuck fuck fuck!!!!5&%4&#(,,,,
FUCK YOU BITCH LU MURAHAN BANGSAT!!!,,,,
"Fuck,fuck,fuck,fuck,fuck .bullshit,bullshit ,bullshit,bullshit,bullshit ini untuk dekputra bangsat",,,,
"(WTF) What The Fuck -_-
CEPU Adalah Bangsat Girl? Okey >:(",,,,
Fuck !! nero bangsat,,,,
Bangsat! Gaboleh nonton the raid 2 fuck shittttt!!!,,,,
Temen udah kaya Bangsat..! What The Fuck,,,,
Bangsat ci wee! *fuck!,,,,
Bangsat emank khe ya ! Ah fuck,,,,
macam bangsat memasing. fuck,,,,
Fuck Fam Bangsat  http://instagram.com/p/mApIiiCGJA/Â ,,,,
fuck to you bangsat,,,,
"Akhir'a pake. Twiter lg Ç¤Æ±eÌ…Ì²Ì¶Ì¥ÌŠ ,pake uber bangsat GÂªÑœ>:/ bisa""*fuck uber*",,,,
"Tidur bangsat haha ""@sandyfck: ""Apa artinya fuck sleep ? @Novitaaa__: Fuck sleep!""""",,,,
Fuck school!!! BANGSAT,,,,
"BANGSAT,fuck!!!!!",,,,
FUCK BANGSAT,,,,
Fuck bet tweetpic lo @Andremeiki bangsat!!!!!,,,,
"Who the fuck is that? ""@sajar_lfc: Bajingan.. bangsat.. ""@jannerthing: Report Spam!  pic.twitter.com/CahiZZF5OG""",,,,
BANGSAT COK ANJING FUCK !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,,,
@kpk_ri @youthproactive fuck hakim2 bangsat,,,,
bangsat boyband fuck off !!!,,,,
Fuck off bangsat,,,,
Fuck!150k bangsat,,,,
Fuck you bangsat,,,,
Wasit anjing bangsat. Fuck!!,,,,
Wasit bangsat...fuck....!!!!!,,,,
"""@FizreeAdeeb: @izzatzxc apahal bangsat""fuck you all",,,,
4 - 0 yahh goodbye PREMIERE LEAGUE!! Bangsat Anjink FUCK,,,,
Bangsat for CHELSEA fuck,,,,
Bangsat cayðŸ˜¡ðŸ˜¤ðŸ˜�ðŸ‘Š â™« Fuck You by Lily Allen â€”  https://path.com/p/kIkGQÂ ,,,,
Fuck buat looh :@:@ Bangsat !!!,,,,
"Fuck bangsat brengsek, but heeey 1999 we were the champs :)))RT @Footy_Jokes Manchester United vs. Bayern Munich

RIP Man United",,,,
Cewe bangsat! Fuck!,,,,
21 deng @ardeliaputriR happy FAILED anniv hahaha katakan fuck buat para bangsat! Yeaaah~,,,,
HAHAHA BANGSAT!!!!!!! fuck to night!!!!!!,,,,
"weis selow di""@dibenpratama: BANGSAT *Fuck""",,,,
"Bct = bacot
Fck = fuck
Bgst = bangsat",,,,
Bangsat!!!!!!!!!!!!!!!!!!!!!!!!!!!!fuck!!!!!!!!!!!!!!!!!!!!!!!!,,,,
Fuck you bangsat!ðŸ’¥ðŸ‘Š,,,,
bangsat orang mcm kau tu ! fuck fuck fuck fuck !!! (N),,,,
"FUCK THIS WORLD..

#Dunia_Bangsat  pic.twitter.com/QGT23yKuNd",,,,
Bangsat | fuck -_-,,,,
Fuck off you mom and her bangsat couple,,,,
"Ok fix qt ptus!!""@Nitanivita: Fuck too darling""@AgnesPascalia: Bye! fuck u ""@Nitanivita: Please don't go bangsat""",,,,
"Fuck too darling""@AgnesPascalia: Bye! fuck u ""@Nitanivita: Please don't go bangsat""@AgnesPascalia: Shut up luser ""@Nitanivita: Busy beb B)""",,,,
"Bye! fuck u ""@Nitanivita: Please don't go bangsat""@AgnesPascalia: Shut up luser ""@Nitanivita: Busy beb B)""",,,,
"Wapitee lebay""@aditt18_: Fuck you mouth !!!! . Just talk and say only . Bangsat loooo !!!! Manusia macam apa koo ,,, ihhhh .... Semoga c..",,,,
"kau lagi bangsat dari bangsat,bastard times trillion,power 10,base 8,plus and times another trillion of bastard fuck",,,,
"bangsat :v RT @karungable Twitter diseriusin? Go fuck yourself.
 https://twitter.com/karungable/status/445427886896340993/photo/1 pic.twitter.com/9qQXxK0GoiÂ ",,,,
"Bangsat yah? ""@AmelMS_: !*,/4*(!*,/4*(!*,/4*(!*,/4*(!*,/4*(!*,/4*(!*,/4*(!*,/4*(!!!!!!!!!!!!!!!! Fuck~""",,,,
Fuck off anjing vidic sent off!!!!!!!! Bangsat!!!!! Ancurrr,,,,
mantan bangsat 19-02-14 fuck you (n),,,,
bangsat lo sbs #ì†Œë…€ì‹œëŒ€ë¯¸ìŠ¤í„°ë¯¸ìŠ¤í„° #ì†Œë…€ì‹œëŒ€ fuck you sbs,,,,
Fuckbangsat!!!!!!,,,,
Fuck!bitch!bangsat!!!,,,,
Fuck to the you..bangsat!,,,,
Let's start enjoying the little things in life and fuck all the bangsat,,,,
Deadlock bangsat!!! -_- fuck!!,,,,
"Pencinta homo bangsat ""@Iloilolss: ""@ikrammadagaskar @HMJMSTIEM Fuck you too :D ""@Iloilolss: huuuu",,,,
"Fuck,Bangsat,Bulshit!!!",,,,
BANGSAT AH â€œ@sehunsgurl: WHAT THE FUCK OMFG COMEBACK IS NEAR RT @jjunhokng: EXO Coming Soon!!  https://twitter.com/jjunhokng/status/444400374389428224/photo/1 pic.twitter.com/5UwlRa04o6Â â€�,,,,
Bangsat fuck,,,,
Fuck your side BANGSAT,,,,
ade bangsat. Fuck!,,,,
Fuck tension mcm bangsat,,,,
@CruiseNail bangsat lo fuck,,,,
"Rt""@sindywendy: Sakit bangsat ay (n) fuck""",,,,
Fuck bitch fierdi alay homo bangsat,,,,
Bangsat bangsat! Fuck this life ...... Â°_,,,,
Bangsat bangsat! Fuck this life Â°_,,,,
Fuck buat lo !!! #BANGSAT,,,,
BANGSAT!!! â™« Fuck You by Bad Religion â€”  https://path.com/p/L0tGDÂ ,,,,
"BANGSAT ANJING MONYET TAI BITCH !!!
FUCK YOU ! BASTARD !",,,,
Arah!!! Fuck!!! Jancok!!! Bitch!!! Bangsat!!!,,,,
"Bangsat lho anjing :/
 Fuck for you",,,,
Fuck bangsat!,,,,
"when i want say ""babi anjing bangsat bungul tambuk"" its my problem not your!!!!!! holy shit fuck you bitch!!!!!!",,,,
"ngentot emang tuh oknum bangsat RT @bro_yuvaa PUNK NOT CRIME, but PUNK IS LIFE FREE ! RT @FatJose_G: FUCK DAFT PUNK !! DON'T USE ""PUNK""",,,,
"Ci bangsat ""@Dirgakilms: Fuck youuuuu""",,,,
"""@radityaandrean: fuck , bangsat , everything is you""",,,,
"Word dan Excel, Fuck bangsat",,,,
BANGSAT !!! Fuck,,,,
Aparat bangsat! Hahaha.. Fuck to the police!,,,,
For you FAM bangsat fuck you FAM  pic.twitter.com/j4cKHs5uY2,,,,
"Anjink,Babi,Bangsat,Asu,Tailaso,Jiancokk,Fuck,asshole, bicth,Loser....
GET OUT FROM MY HOUSE.",,,,
server bangsat....fuck...,,,,
Sat sat sat! Jing jing jign! Aing bangsat! Aing anjing! Oh god fuck!,,,,
Bangsat you fuck you damn,,,,
Cowok bangsat.......fuck,,,,
"@PLESETANBOLA BANGSAT !!!
FUCK !!!!",,,,
air xde catu your mom asshole..butuh!! area elite x catu lak..bangsat fuck your pussy up!! i will boom all your motherfucker pink!,,,,
NANGISSSS BANGSAT SEVENTEEN ARGH FUCK WHAT YOUVE DONE WITH MY LIFFEEEUUUUUUUU,,,,
"Fuck you Cakir!!""@FaktaUnitedIndo: On this day 2013: Cunyet Cakir Bangsat!  pic.twitter.com/WcmdKoLAWJ""",,,,
Fuck you Cakir !! â€œ@FaktaUnitedIndo: On this day 2013: Cunyet Cakir Bangsat!  pic.twitter.com/Qo2tggNd56â€�,,,,
fuck the system . bangsat !,,,,
@Lukk5SOS FUCK YOU BANGSAT PISAN MANEH,,,,
"people must think im stupid, i do know when someone's using me. im not your bangsat. go fuck yourself SOB !",,,,
"Bangsat it

#FUCK",,,,
bangsat lah fuck,,,,
"fuck!!! ""@perfvckbyun: BANGSAT  https://twitter.com/exo_k920506/status/440379824087891968/photo/1 pic.twitter.com/UIXhIDLoxIÂ """,,,,
"Bangsat.......
Fuck.....",,,,
@marcelosfans fuck diego lopes,,,,
Fuck you buat BANGSAT GASIBU !!,,,,
"Pegawai cakap game cancel , reff fuck reff Bangsat !",,,,
Bangsat neh fuck!,,,,
Fuck bangsat !,,,,
"Fuck u FAMB ""@ayshardzn: Ultras chanting 'FAM Bangsat' and throwing smoke bombs everywhere. Game is suspended now.  pic.twitter.com/QsiQNQ3o6w""",,,,
fuck !!! you stupid !!! bangsat,,,,
fuck macam bangsat sial,,,,
"FUCk Fb ada Yang HACK 

#bangsat",,,,
"â€œ@AfiqAmoZa: KHK,mohon clash,perosak bangsa,fuck the world,thats why i have facebook and twitter.â€�",,,,
"KHK,mohon clash,perosak bangsa,fuck the world,thats why i have facebook and twitter.",,,,
Bangsat !! Fuck,,,,
"#idhostinger Fuck, bangsat for you",,,,
@DiabloGan fuck! Hahaha. Hakers bangsat!,,,,
#shit#fuck#forwomen#bangsat  http://instagram.com/p/k7if5PPPbv/Â ,,,,
Hah ! Anjing ! Fuck ! Bangsat !,,,,
"Bangsa pecundang FUCK YOU!
Bangsa pengecut FUCK YOU!",,,,
Fuck you all. Bye bangsat-2 sekalian.,,,,
"Wetseh... ""@Rubik_Luhan: Bangsat! Fuck school""",,,,
Bangsat! Fuck school,,,,
Pln bangsat !!!! *fuck*,,,,
"Bangsat!!!!!!!!!
Gw lagi enjoy!!!!!!!
Girls, Just fuck off!!!!!!!",,,,
what the fuck!!!!!!internet lembab giler sial....#babi #baruah #sial #bangang #bangsat,,,,
Balikin duit gue!! Bangsat !! *fuck* @RinnaZuniar,,,,
bangsat....shut up fuck off motherfucker  pic.twitter.com/Iyf5LL27ZE,,,,
Bangsat!! Fuck you bitch!,,,,
Dece! Apus nomer! Bangsat! FUCK wil!!!!!,,,,
Fuck barcelona,,,,
"Fuck you tot...
BANGSAT!!!",,,,
Bangsat fuck,,,,
don't stop hooligans fuck you fam bangsat,,,,
anjing asu bangsat . Fuck you !!!,,,,
Fuck Ryan Boyband Bangsat >=),,,,
"Shut the fuck up tulang""@jhunpratama: Wanita egois""@HMmiamiot: @jhunpratama LANANG BANGSAT =)""""",,,,
@clearbiebers u know bangsat? So are u nigga. SHUT THE FUCK OFF AND GET A LIFE YALLAH ASDFGHJKL MOVE ON GUE GA KUAT T_T,,,,
RT Â«@enw_juliantoro Fuck INDOSAT BANGSAT!Â»,,,,
You so fuck and bitch FPI bangsat,,,,
@AhSpeakDoang bangsat fuck!!!!,,,,
Anjing!! bangsat!!!!! Fuck for tonight!!,,,,
Banting laptop nya banting!!! QT @minhyukcrt: Fuckkkkk anjing fuck!! Bangsat lah download kurang 8% laptop mati fuck fuck,,,,
Fuckkkkk anjing fuck!! Bangsat lah download kurang 8% laptop mati fuck fuck,,,,
fuck lah bangsat emang,,,,
"Malaysia bangsat""@Hafisaexgis: @BangOCITT fuck u bro""",,,,
Eh bangsat !!! FUCK YOU !!,,,,
Fuck bangsat,,,,
Fuck Bookie! FAM Bangsat!,,,,
Ngapa bang? @Luthfi_Luffy1: bangsat lu wht the fuck tod !!!!!,,,,
bangsat lu wht the fuck tod !!!!!,,,,
BANGSAT FUCK!!!!,,,,
"@naojotreup well, that's just the way we say it as shit (sialan), damn (brengsek), and fuck (bangsat/kampret) in english^^",,,,
"@beaminggg fuck you in indonesian are really weird:| those mean ""bangsat""",,,,
Fuck!Bitch!Bangsat!Kleng,,,,
TEMAN BANGSAT~ fuck,,,,
you know fuck bangsat oh sehun  pic.twitter.com/1R2aQx0ihk,,,,
"Bangsat, fuck!",,,,
@MZRRDP Hey! bangsat! Fuck yeah!!,,,,
"Bangsat sehun bangsat ""yeolstagram: FUCK OPPAS WHY SO HOT  pic.twitter.com/mpA4XP3s9Y""",,,,
FUCK!BANGSAT!ðŸ‘ŠðŸ‘ŠðŸ‘ŠðŸ‘ŠðŸ‘ŠðŸ‘Š,,,,
that kind of behaviour mmg bg aku antara paling sial paling bodoh paling bangang paling bangsat..fuck off!!,,,,
KONTOL TWITTER GUE SAMPE KE LOCKED SEGALA BANGSAT !!! FUCK TODAY,,,,
"""fuck"" ""bangsat"" ""babi"" ""anjing"" ""kimak"" ""bodoh"" 
I only say this things to the person who piss me off -.-",,,,
Fuck you bangsat. .!!!,,,,
"Bangsat u jar, fuck..",,,,
Fuck you bangsat !!!,,,,
fuck bangsat fuck,,,,
"Bangsat lo sok suci bgt, Bitchy fuck you bad girl ugly oh fuck !!",,,,
"bangsat...gw laper!!! 

fuck...",,,,
"And fuck your mama! ""@andreansputraa: @asadulmujahidin bangsat lo dasar bule jamaica ! Go to fucking Hell bitch !""",,,,
Fuck lah bangsat!,,,,
"No lucky no party no vourtuna.
Hala bangsat!! Fuck'ing ronaldojing",,,,
"Bangsat emang,tmt triak tmt what the fuck",,,,
Mampus lo bangsat!fuck u bitch!!,,,,
WTF! (What The Fuck!) bangsat broo jijik gue :/Exit ahh byee :* :*,,,,
"penjilat bangsat
fuck you",,,,
"Fuck ""@DennyDharma22: Bangsat!!""",,,,
Fuck you bangsat!,,,,
"Fuck me fuck me""@MhmdFadhil07: Go away don't talk to me""@rawrahmaw: Indo anjing""@hexel_pratama: Cerpen naon bangsat?""",,,,
Cowo bangsat.. Fuck u,,,,
Fuck off! Php bangsat!!!,,,,
"Sabarâ– ""@justropik: Fuck the school RT @KarinarahmaD: Your mouth is never go to school (?)""@justropik: Bangsat -,-""",,,,
"Cool RT @justropik: Fuck the school RT @KarinarahmaD: Your mouth is never go to school (?)""@justropik: Bangsat -,-""",,,,
"Fuck the school RT @KarinarahmaD: Your mouth is never go to school (?)""@justropik: Bangsat -,-""",,,,
"you bacot @_daffa_48_ID: ""n****"" , I hate you , i fuck you , you bangsat , you anjing , you bungul , you stupid , you goblok , you taek --""",,,,
"""n****"" , I hate you , i fuck you , you bangsat , you anjing , you bungul , you stupid , you goblok , you taek --""",,,,
@_AgamaCoboyJR_ FUCK YOU BANGSAT,,,,
"bangsat,so what the fuck! arrgghhtt damn :o",,,,
Hey omonganya..RT @benjohank: BANGSAT!! FUCK!!!! NO DAY WITHOUT THE FUCKING THINGS!!!! BANGSAAAAAT!!,,,,
Ah bangsat lah bagong. Fuck,,,,
Bangsat dng dy .. !! Fuck!!,,,,
"Anjing, bangsat, ngentot !!! What the fuck",,,,
Lo bangsat.! Fuck.......,,,,
BANGSAT FUCK !,,,,
FUCK! Bangsat!,,,,
Jancoook! Fuck Day .... Egois aku coookkkk... bangsat !!,,,,
lol you sue people who said anjing bangsat ngentot etc but ignore the ones who said fuck bitch slut etc,,,,
"Rt""@renasupeare: Bangsat! *fuck""",,,,
Bangsat! *fuck,,,,
"Fucking,,,, Justin Bieber , Fuck,,,,Lady Gaga ,Fuck,,,,Adele, Taiiiiiiiiiiii,,, Bangsat,,,,,, Boy Band All World.",,,,
"Cewe emg bangsat :(
FUCK YOU GIRL'S",,,,
Bangsat lo.... fuck,,,,
Fuck HODE BANGSAT,,,,
"""@AkimNormann: what the fuck you stalker me? bangsat gila ayat cenggini ðŸ˜‚ðŸ˜‚ðŸ˜‚""lol",,,,
what the fuck you stalker me? bangsat gila ayat cenggini ðŸ˜‚ðŸ˜‚ðŸ˜‚,,,,
@MultazamArbara bangsat fuck,,,,
"Iya . What to the fuck @pap_puteee: Kaya bangsat lo wi ? @Dewi_anjani4""",,,,
Fuck bangsat,,,,
ALAY !!! #FUCK #BANGSAT #PAS,,,,
unlike you guys #fuck #you #bangsat #as #long #as #pup #forever #all  http://instagram.com/p/kB7N5fFduY/Â ,,,,
Bangsat fuck,,,,
FUCK fam...FUCK fam...fam selamanya bangsat...,,,,
Bullshit ! Fuck ! Bangsat !,,,,
#munafik loe bangsat fuck-_-,,,,
Melayu ni. Bangsat dia boleh tahan. Fuck fuck fuckery fuck fuck.,,,,
I very engry (jibay) Don't call me take care you gf ...... BANGSAT NIKU SANAK LUANGAN....! if you my bf I will kill YOU Fuck you....F...,,,,
Fuck lah bangsat hahaha,,,,
ayat paling bangsat! hahaha ðŸ˜‚ RT @_natashaanuar: What the fuck you stalker me!!  pic.twitter.com/QLogFAaXtJ,,,,
@nandapariodi king of bangsat SEA! Fuck off,,,,
@cindymarsella bangsat! Bangke! Bego! FUCK YOU. BITCH ! Damn! HELL !!!!!,,,,
"Bangsat, fuck everything!",,,,
Bangsat ke wil ! Fuck,,,,
"@Om_Ojan anjing fuck you laki"" bangsat",,,,
@madhiheartyou bangsat lo. FUCK YOU.  SHIT WITH IQBAL.,,,,
Fuck you bangsat,,,,
"do i know you? haha! WTF!! go to hell !!! babi gempor lu. â€˜â€˜@rid_tkr2: @ronievanesco hey anjing kau ,bangsat, lho yang bodoh,goblog.. Fuckâ€™â€™",,,,
"Wasit nya bangsat min...""@Realmadridplace: Minute 75: RED FOR CRISTIANO! WHAT THE FUCK!!!!!""",,,,
Wasit BANGSAT *fuck,,,,
OMDO lo bangsat !!! Fuck you boy !,,,,
"Fuck, bangsat!!!",,,,
"Bangsat RT ViXXSweet:
u:Are you going to leave me someday?
Ravi: No. I leave you now.
U:/cry/ Why?
Ravi: I'm gonna get some drinks.
u: fuck.",,,,
Lo bangsat!!fuck!,,,,
Bangsat banget lo :@ fuck (a),,,,
"BANGSAT TMZ !!! EDITAN LO GA BERMUTU, PIG DOG SHIT DAMN FUCK FAGGOT ASSHOLE SLUT MONKEY @tmz",,,,
Fuck Sama FAM. Bangsat.,,,,
"ANJING LOE...!!!
BANGSAT...!!!
FUCK YOU...!!!",,,,
"Lets fuck her fucking ass hole..""@radityodaru: Pinoy bangsat , sister mother father off fuck !! ""@praboworahmad: @radityodaru halah tetep aj",,,,
"Bangsa pecundang FUCK YOU ..
Bangsa pengecut FUCK YOU ..",,,,
What the fuck!!! Bangsat!!!,,,,
This is fuck... Benar benar bangsat ðŸ˜„,,,,
"anjing lu bangsat ..
Fuck you ..",,,,
fuck bangsat,,,,
"Bangsat you bung ! RT @Amet_vs: Fuck you man!! :D""agus_sptra: no action,talk only tu bacot orang""",,,,
PLN bangsat!!!Fuck You. . .,,,,
Fuck fuck fuck Bangsat !!!ï¼ˆâ‰§â–½â‰¦ï¼‰,,,,
Hahahaha bangsat RT @FriendlyAssh0le: on my way to fuck yo bitch  https://twitter.com/FriendlyAssh0le/status/428767657588817920/photo/1 pic.twitter.com/7jUKZe77brÂ ,,,,
Ah fuck lah set anti mage legacy of the awakend sama courir azuremir di hack orang !!bangsat,,,,
"Pete gen abe ci not, bullshit anjink fuck cieee bangsat",,,,
"Hp disita yes , bangsat,  fuck thist day",,,,
SIA BANGSAT ! FUCK YOU babaturan e&,,,,
bangsat lah fuck !!!,,,,
fuck jng si(a) BANGSAT ! >_<,,,,
"FAM ""Bangsat""!!!!...FUCK ""Rasuah""..... #Selamat_Pagi_Musibat :):",,,,
"Ini gambar bangsat bener wey hahaha ""@LFC_Hardline: Typical an Everton fan. Get the fuck over yourself, bruv.  pic.twitter.com/9rFs3r37wa""",,,,
"Fuck it! I just try to forget all about you, about us! But what? I can't!! Shit! #Rpb",,,,
"bangsat....
fuck you..!",,,,
"BANGSAT...!!!!!,WHAT THE FUCK IS GOING ON WITH OUR SOCIETY...???!!!!!,FUCK BUAT KALIAN YANG MASIH MENUTUP MATA...  http://fb.me/25jalJV2lÂ ",,,,
Fuck bangsat!!!,,,,
Fuck teacher! Bangsat!,,,,
"Bangsat hate kmh? ""@Maulanaeriza: awas bangsat awas @saputriayu31 Fuck lah :p ""@Maulanaeriza: pagi RT@saputriayu31",,,,
Fuck....Fuck...Fuck... Bangsat tu orang....:,,,,
BANGSAT :P FUCK,,,,
"TEMEN BANGSAT KAYA LO !!!
FUCK YOU....",,,,
